"Issue Id","Issue Type","Summary","Description","Priority","Story Points","Sprint","Assignee","Labels","Parent Id"
"437","Sub-task","Create domain/entities/invitation.py","Parent: S3 3.2 - Domain Layer: Invitation Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","436"
"438","Sub-task","Create InvitationStatus enum","Parent: S3 3.2 - Domain Layer: Invitation Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","436"
"439","Sub-task","Create PermissionLevel enum (READER, EDITOR)","Parent: S3 3.2 - Domain Layer: Invitation Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","436"
"440","Sub-task","Add attributes: inviter_user_id, inviter_email, recipient_email","Parent: S3 3.2 - Domain Layer: Invitation Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","436"
"441","Sub-task","Add camera_ids: List[str], permission: PermissionLevel","Parent: S3 3.2 - Domain Layer: Invitation Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","436"
"442","Sub-task","Add status, code_hash, code_expires_at","Parent: S3 3.2 - Domain Layer: Invitation Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","436"
"443","Sub-task","Add created_at, expires_at, unlimited, handled_at","Parent: S3 3.2 - Domain Layer: Invitation Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","436"
"444","Sub-task","Implement is_expired(now) checking expires_at","Parent: S3 3.2 - Domain Layer: Invitation Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","436"
"445","Sub-task","Implement can_accept(now) checking status and expiry","Parent: S3 3.2 - Domain Layer: Invitation Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","436"
"446","Task","S3 3.3 - Domain Layer: Membership Entity","Create Membership entity representing granted camera access after invitation acceptance.

Technologies: Python dataclasses, List, Optional, datetime

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- Membership entity with owner_user_id, member_user_id, camera_ids
- permission field (READER/EDITOR)
- revoked_at timestamp for access revocation
- is_active() method checking revoked_at

Subtasks:
- Create domain/entities/membership.py
- Add attributes: owner_user_id, member_user_id, member_email
- Add camera_ids: List[str], permission: PermissionLevel
- Add created_at, revoked_at timestamps
- Implement is_active() returning revoked_at is None","Highest","3","Sprint 3 - Members Invitation Backend","","sprint-3",""
"447","Sub-task","Create domain/entities/membership.py","Parent: S3 3.3 - Domain Layer: Membership Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","446"
"448","Sub-task","Add attributes: owner_user_id, member_user_id, member_email","Parent: S3 3.3 - Domain Layer: Membership Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","446"
"449","Sub-task","Add camera_ids: List[str], permission: PermissionLevel","Parent: S3 3.3 - Domain Layer: Membership Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","446"
"450","Sub-task","Add created_at, revoked_at timestamps","Parent: S3 3.3 - Domain Layer: Membership Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","446"
"451","Sub-task","Implement is_active() returning revoked_at is None","Parent: S3 3.3 - Domain Layer: Membership Entity","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","446"
"452","Task","S3 3.4 - Domain Layer: Repository Interfaces","Define abstract repository interfaces for invitations and memberships.

Technologies: Python ABC, typing (List, Optional)

Duration: 0.5 day

Assignee (role): Backend Developer

Acceptance Criteria:
- InvitationRepositoryInterface with CRUD methods
- MembershipRepositoryInterface with query methods
- Methods for finding by inviter, recipient, status

Subtasks:
- Create domain/repositories/invitation_repository.py
- Add methods: find_by_id, find_by_inviter, find_by_recipient, save, update
- Create domain/repositories/membership_repository.py
- Add methods: find_by_id, find_by_owner, find_by_member, save, revoke","Highest","3","Sprint 3 - Members Invitation Backend","","sprint-3",""
"453","Sub-task","Create domain/repositories/invitation_repository.py","Parent: S3 3.4 - Domain Layer: Repository Interfaces","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","452"
"454","Sub-task","Add methods: find_by_id, find_by_inviter, find_by_recipient, save, update","Parent: S3 3.4 - Domain Layer: Repository Interfaces","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","452"
"455","Sub-task","Create domain/repositories/membership_repository.py","Parent: S3 3.4 - Domain Layer: Repository Interfaces","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","452"
"456","Sub-task","Add methods: find_by_id, find_by_owner, find_by_member, save, revoke","Parent: S3 3.4 - Domain Layer: Repository Interfaces","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","452"
"457","Task","S3 3.5 - Infrastructure: SQLAlchemy Models","Create ORM models for invitations, memberships, and junction tables for camera associations.

Technologies: SQLAlchemy, junction tables, relationship(), backref

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- InvitationModel with all invitation attributes
- MembershipModel with membership data
- InvitationCameraModel junction table for many-to-many
- MembershipCameraModel junction table
- Proper foreign keys and constraints

Subtasks:
- Create infrastructure/persistence/models/invitation_model.py
- Define InvitationModel with UUID primary key
- Add columns: inviter_user_id, inviter_email, recipient_email
- Add status enum, permission enum, code_hash, code_expires_at
- Add created_at, expires_at, unlimited, handled_at
- Create infrastructure/persistence/models/invitation_camera_model.py
- Define junction table (invitation_id, camera_id) with composite PK
- Create infrastructure/persistence/models/membership_model.py
- Define MembershipModel with owner_user_id, member_user_id
- Create infrastructure/persistence/models/membership_camera_model.py
- Add relationships: invitation.cameras, membership.cameras","Highest","4","Sprint 3 - Members Invitation Backend","","sprint-3",""
"458","Sub-task","Create infrastructure/persistence/models/invitation_model.py","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"459","Sub-task","Define InvitationModel with UUID primary key","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"460","Sub-task","Add columns: inviter_user_id, inviter_email, recipient_email","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"461","Sub-task","Add status enum, permission enum, code_hash, code_expires_at","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"462","Sub-task","Add created_at, expires_at, unlimited, handled_at","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"463","Sub-task","Create infrastructure/persistence/models/invitation_camera_model.py","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"464","Sub-task","Define junction table (invitation_id, camera_id) with composite PK","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"465","Sub-task","Create infrastructure/persistence/models/membership_model.py","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"466","Sub-task","Define MembershipModel with owner_user_id, member_user_id","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"467","Sub-task","Create infrastructure/persistence/models/membership_camera_model.py","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"468","Sub-task","Add relationships: invitation.cameras, membership.cameras","Parent: S3 3.5 - Infrastructure: SQLAlchemy Models","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","457"
"469","Task","S3 3.6 - Infrastructure: Repository Implementations","Implement concrete repositories with SQLAlchemy for database operations.

Technologies: SQLAlchemy Session, joinedload, relationship handling

Duration: 1.5 days

Assignee (role): Backend Developer

Acceptance Criteria:
- SQLAlchemyInvitationRepository with CRUD operations
- SQLAlchemyMembershipRepository
- Proper camera_ids list handling
- Junction table management
- Error handling

Subtasks:
- Create infrastructure/persistence/repositories/invitation_repository_impl.py
- Implement find_by_id with eager loading of cameras
- Implement find_by_inviter filtering by inviter_user_id
- Implement find_by_recipient filtering by recipient_email
- Implement save creating invitation + junction records
- Implement update modifying invitation status
- Create infrastructure/persistence/repositories/membership_repository_impl.py
- Implement find_by_owner, find_by_member
- Implement save creating membership + camera associations
- Implement revoke setting revoked_at timestamp
- Create mappers for entity ↔ model conversion","Highest","5","Sprint 3 - Members Invitation Backend","","sprint-3",""
"470","Sub-task","Create infrastructure/persistence/repositories/invitation_repository_impl.py","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"471","Sub-task","Implement find_by_id with eager loading of cameras","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"472","Sub-task","Implement find_by_inviter filtering by inviter_user_id","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"473","Sub-task","Implement find_by_recipient filtering by recipient_email","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"474","Sub-task","Implement save creating invitation + junction records","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"475","Sub-task","Implement update modifying invitation status","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"476","Sub-task","Create infrastructure/persistence/repositories/membership_repository_impl.py","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"477","Sub-task","Implement find_by_owner, find_by_member","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"478","Sub-task","Implement save creating membership + camera associations","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"479","Sub-task","Implement revoke setting revoked_at timestamp","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"480","Sub-task","Create mappers for entity ↔ model conversion","Parent: S3 3.6 - Infrastructure: Repository Implementations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","469"
"481","Task","S3 3.7 - Infrastructure: Security & Email","Implement approval code generation, hashing, and email sending for invitations.

Technologies: secrets module, bcrypt, smtplib, python-jose (JWT)

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- OTPGenerator for 6-digit approval codes
- PasswordHasher for code hashing (reuse from Auth)
- EmailSender for invitation emails
- JWTHandler for Auth token validation

Subtasks:
- Create infrastructure/security/otp_generator.py
- Implement generate(length=6) for invitation codes
- Create infrastructure/security/password_hasher.py
- Reuse bcrypt hashing for code_hash
- Create infrastructure/external/email_sender.py
- Implement send_invitation_email(recipient, code, inviter_email, cameras)
- Create HTML template with code, camera list, expiry
- Create infrastructure/security/jwt_handler.py
- Implement verify_token for Auth service integration","High","4","Sprint 3 - Members Invitation Backend","","sprint-3",""
"482","Sub-task","Create infrastructure/security/otp_generator.py","Parent: S3 3.7 - Infrastructure: Security & Email","High","","Sprint 3 - Members Invitation Backend","","sprint-3","481"
"483","Sub-task","Implement generate(length=6) for invitation codes","Parent: S3 3.7 - Infrastructure: Security & Email","High","","Sprint 3 - Members Invitation Backend","","sprint-3","481"
"484","Sub-task","Create infrastructure/security/password_hasher.py","Parent: S3 3.7 - Infrastructure: Security & Email","High","","Sprint 3 - Members Invitation Backend","","sprint-3","481"
"485","Sub-task","Reuse bcrypt hashing for code_hash","Parent: S3 3.7 - Infrastructure: Security & Email","High","","Sprint 3 - Members Invitation Backend","","sprint-3","481"
"486","Sub-task","Create infrastructure/external/email_sender.py","Parent: S3 3.7 - Infrastructure: Security & Email","High","","Sprint 3 - Members Invitation Backend","","sprint-3","481"
"487","Sub-task","Implement send_invitation_email(recipient, code, inviter_email, cameras)","Parent: S3 3.7 - Infrastructure: Security & Email","High","","Sprint 3 - Members Invitation Backend","","sprint-3","481"
"488","Sub-task","Create HTML template with code, camera list, expiry","Parent: S3 3.7 - Infrastructure: Security & Email","High","","Sprint 3 - Members Invitation Backend","","sprint-3","481"
"489","Sub-task","Create infrastructure/security/jwt_handler.py","Parent: S3 3.7 - Infrastructure: Security & Email","High","","Sprint 3 - Members Invitation Backend","","sprint-3","481"
"490","Sub-task","Implement verify_token for Auth service integration","Parent: S3 3.7 - Infrastructure: Security & Email","High","","Sprint 3 - Members Invitation Backend","","sprint-3","481"
"491","Task","S3 3.8 - Application Layer: Use Cases (Invitation Management)","Implement use cases for creating, listing, and managing invitations.

Technologies: Use case pattern, business logic, email delivery

Duration: 2 days

Assignee (role): Backend Developer

Acceptance Criteria:
- CreateInvitationUseCase generating code and sending email
- ListSentInvitationsUseCase for owners
- ListReceivedInvitationsUseCase for recipients
- ResendInvitationCodeUseCase for code regeneration
- Validation: camera ownership, expiry dates, permission levels

Subtasks:
- Create application/use_cases/create_invitation.py
- Validate inviter owns cameras (future: call Camera service)
- Generate 6-digit approval code
- Hash code with bcrypt
- Create Invitation entity with PENDING status
- Set code_expires_at (24 hours)
- Save invitation to repository
- Send invitation email with code
- Create application/use_cases/list_sent_invitations.py
- Query by inviter_user_id
- Create application/use_cases/list_received_invitations.py
- Query by recipient_email
- Create application/use_cases/resend_invitation_code.py
- Find invitation by ID
- Check status is PENDING
- Generate new code and hash
- Update code_hash and code_expires_at
- Send email with new code","Highest","6","Sprint 3 - Members Invitation Backend","","sprint-3",""
"492","Sub-task","Create application/use_cases/create_invitation.py","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"493","Sub-task","Validate inviter owns cameras (future: call Camera service)","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"494","Sub-task","Generate 6-digit approval code","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"495","Sub-task","Hash code with bcrypt","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"496","Sub-task","Create Invitation entity with PENDING status","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"497","Sub-task","Set code_expires_at (24 hours)","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"498","Sub-task","Save invitation to repository","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"499","Sub-task","Send invitation email with code","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"500","Sub-task","Create application/use_cases/list_sent_invitations.py","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"501","Sub-task","Query by inviter_user_id","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"502","Sub-task","Create application/use_cases/list_received_invitations.py","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"503","Sub-task","Query by recipient_email","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"504","Sub-task","Create application/use_cases/resend_invitation_code.py","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"505","Sub-task","Find invitation by ID","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"506","Sub-task","Check status is PENDING","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"507","Sub-task","Generate new code and hash","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"508","Sub-task","Update code_hash and code_expires_at","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"509","Sub-task","Send email with new code","Parent: S3 3.8 - Application Layer: Use Cases (Invitation Management)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","491"
"510","Task","S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Implement use cases for accepting and declining invitations.

Technologies: Code verification, state transitions, entity creation

Duration: 1.5 days

Assignee (role): Backend Developer

Acceptance Criteria:
- AcceptInvitationUseCase validating code and creating Membership
- DeclineInvitationUseCase marking invitation as declined
- Code validation with bcrypt
- Status transitions (PENDING → ACCEPTED/DECLINED)
- Membership creation on acceptance

Subtasks:
- Create application/use_cases/accept_invitation.py
- Find invitation by ID
- Check can_accept() (PENDING, not expired)
- Verify recipient_email matches acceptor
- Verify approval code with PasswordHasher
- Update invitation status to ACCEPTED, set handled_at
- Create Membership entity with camera_ids, permission
- Save membership to repository
- Return Membership
- Create application/use_cases/decline_invitation.py
- Find invitation by ID
- Check status is PENDING
- Update status to DECLINED, set handled_at
- Update invitation in repository","Highest","5","Sprint 3 - Members Invitation Backend","","sprint-3",""
"511","Sub-task","Create application/use_cases/accept_invitation.py","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"512","Sub-task","Find invitation by ID","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"513","Sub-task","Check can_accept() (PENDING, not expired)","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"514","Sub-task","Verify recipient_email matches acceptor","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"515","Sub-task","Verify approval code with PasswordHasher","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"516","Sub-task","Update invitation status to ACCEPTED, set handled_at","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"517","Sub-task","Create Membership entity with camera_ids, permission","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"518","Sub-task","Save membership to repository","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"519","Sub-task","Return Membership","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"520","Sub-task","Create application/use_cases/decline_invitation.py","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"521","Sub-task","Find invitation by ID","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"522","Sub-task","Check status is PENDING","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"523","Sub-task","Update status to DECLINED, set handled_at","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"524","Sub-task","Update invitation in repository","Parent: S3 3.9 - Application Layer: Use Cases (Invitation Actions)","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","510"
"525","Task","S3 3.10 - Application Layer: DTOs","Define Pydantic models for invitation requests and responses.

Technologies: Pydantic, EmailStr, Field, datetime validation

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- CreateInvitationRequest with validation
- AcceptInvitationRequest with code
- InvitationResponse with full details
- MembershipResponse
- Email validation

Subtasks:
- Create application/dtos/invitation_requests.py
- Define CreateInvitationRequest (recipient_email, camera_ids, permission, expires_at, unlimited)
- Define AcceptInvitationRequest (code: str)
- Create application/dtos/invitation_responses.py
- Define InvitationResponse with all invitation fields
- Define MembershipResponse with membership details
- Define MessageResponse for success/error messages","High","3","Sprint 3 - Members Invitation Backend","","sprint-3",""
"526","Sub-task","Create application/dtos/invitation_requests.py","Parent: S3 3.10 - Application Layer: DTOs","High","","Sprint 3 - Members Invitation Backend","","sprint-3","525"
"527","Sub-task","Define CreateInvitationRequest (recipient_email, camera_ids, permission, expires_at, unlimited)","Parent: S3 3.10 - Application Layer: DTOs","High","","Sprint 3 - Members Invitation Backend","","sprint-3","525"
"528","Sub-task","Define AcceptInvitationRequest (code: str)","Parent: S3 3.10 - Application Layer: DTOs","High","","Sprint 3 - Members Invitation Backend","","sprint-3","525"
"529","Sub-task","Create application/dtos/invitation_responses.py","Parent: S3 3.10 - Application Layer: DTOs","High","","Sprint 3 - Members Invitation Backend","","sprint-3","525"
"530","Sub-task","Define InvitationResponse with all invitation fields","Parent: S3 3.10 - Application Layer: DTOs","High","","Sprint 3 - Members Invitation Backend","","sprint-3","525"
"531","Sub-task","Define MembershipResponse with membership details","Parent: S3 3.10 - Application Layer: DTOs","High","","Sprint 3 - Members Invitation Backend","","sprint-3","525"
"532","Sub-task","Define MessageResponse for success/error messages","Parent: S3 3.10 - Application Layer: DTOs","High","","Sprint 3 - Members Invitation Backend","","sprint-3","525"
"533","Task","S3 3.11 - API Layer: Invitation Routes","Create REST API endpoints for invitation management.

Technologies: FastAPI, APIRouter, status codes, HTTPException

Duration: 2 days

Assignee (role): Backend Developer

Acceptance Criteria:
- POST /invitations — Create invitation
- GET /invitations/sent — List sent invitations
- GET /invitations/received — List received invitations
- POST /invitations/{id}/accept — Accept invitation
- POST /invitations/{id}/decline — Decline invitation
- POST /invitations/{id}/resend — Resend code
- JWT authentication
- Error handling

Subtasks:
- Create api/routes/invitation_routes.py
- Implement POST /invitations with JWT auth
- Extract inviter_user_id from token
- Return 201 Created
- Implement GET /invitations/sent
- Filter by current user as inviter
- Implement GET /invitations/received
- Extract user email from token
- Filter by recipient_email
- Implement POST /invitations/{id}/accept
- Validate code in request body
- Return MembershipResponse
- Implement POST /invitations/{id}/decline
- Implement POST /invitations/{id}/resend
- Add error handling (400, 401, 403, 404, 409)
- Mount router in main.py","Highest","6","Sprint 3 - Members Invitation Backend","","sprint-3",""
"534","Sub-task","Create api/routes/invitation_routes.py","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"535","Sub-task","Implement POST /invitations with JWT auth","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"536","Sub-task","Extract inviter_user_id from token","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"537","Sub-task","Return 201 Created","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"538","Sub-task","Implement GET /invitations/sent","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"539","Sub-task","Filter by current user as inviter","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"540","Sub-task","Implement GET /invitations/received","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"541","Sub-task","Extract user email from token","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"542","Sub-task","Filter by recipient_email","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"543","Sub-task","Implement POST /invitations/{id}/accept","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"544","Sub-task","Validate code in request body","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"545","Sub-task","Return MembershipResponse","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"546","Sub-task","Implement POST /invitations/{id}/decline","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"547","Sub-task","Implement POST /invitations/{id}/resend","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"548","Sub-task","Add error handling (400, 401, 403, 404, 409)","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"549","Sub-task","Mount router in main.py","Parent: S3 3.11 - API Layer: Invitation Routes","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","533"
"550","Task","S3 3.12 - Database Migrations","Create Alembic migrations for invitation and membership tables.

Technologies: Alembic, PostgreSQL, junction tables

Duration: 0.5 day

Assignee (role): Backend Developer

Acceptance Criteria:
- Migration creates invitations, memberships tables
- Junction tables created
- Foreign keys and constraints
- Indexes for performance

Subtasks:
- Run `alembic revision --autogenerate -m ""Create invitation tables""`
- Review migration script
- Add indexes on inviter_user_id, recipient_email, status
- Test migration: alembic upgrade head
- Test rollback","Highest","2","Sprint 3 - Members Invitation Backend","","sprint-3",""
"551","Sub-task","Run `alembic revision --autogenerate -m ""Create invitation tables""`","Parent: S3 3.12 - Database Migrations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","550"
"552","Sub-task","Review migration script","Parent: S3 3.12 - Database Migrations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","550"
"553","Sub-task","Add indexes on inviter_user_id, recipient_email, status","Parent: S3 3.12 - Database Migrations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","550"
"554","Sub-task","Test migration: alembic upgrade head","Parent: S3 3.12 - Database Migrations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","550"
"555","Sub-task","Test rollback","Parent: S3 3.12 - Database Migrations","Highest","","Sprint 3 - Members Invitation Backend","","sprint-3","550"
"556","Task","S3 3.13 - Unit Tests: Domain Layer","Write unit tests for invitation and membership entities.

Technologies: Pytest, freezegun, datetime mocking

Duration: 1 day

Assignee (role): Backend Developer

Acceptance Criteria:
- Test Invitation.is_expired()
- Test Invitation.can_accept()
- Test Membership.is_active()
- Test status transitions
- 80%+ domain coverage

Subtasks:
- Create tests/unit/test_invitation_entity.py
- Test is_expired with various dates
- Test can_accept with different statuses
- Test unlimited invitations
- Create tests/unit/test_membership_entity.py
- Test is_active() with/without revoked_at","High","4","Sprint 3 - Members Invitation Backend","","sprint-3",""
"557","Sub-task","Create tests/unit/test_invitation_entity.py","Parent: S3 3.13 - Unit Tests: Domain Layer","High","","Sprint 3 - Members Invitation Backend","","sprint-3","556"
"558","Sub-task","Test is_expired with various dates","Parent: S3 3.13 - Unit Tests: Domain Layer","High","","Sprint 3 - Members Invitation Backend","","sprint-3","556"
"559","Sub-task","Test can_accept with different statuses","Parent: S3 3.13 - Unit Tests: Domain Layer","High","","Sprint 3 - Members Invitation Backend","","sprint-3","556"
